% ARFF file for Verbmobil
% Phoneme: all_vowels
%
@relation all_vowels

% List of attributes:
%
% Duration is expressed in milliseconds
@attribute phoneme { a, a~, e, E, I, i, O, o, U, u, Y, y, 9, 2, @, 6, a:, a~:, e:, E:, i:, o:, u:, y:, 2:, OY, aU, aI }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { ze, PDS, gla, g, gib, t, ADJD, fuen, APPRART, KOKOM, VAFIN, Zu, wa, v, ADV, PRELS, ART, VMFIN, VVIZU, KOUS, APPO, Unterkunfts, PWAT, VAINF, Bla-Damm, m, f, ge, PRF, Marriott-Ho, Flugzeig, VVIMP, TRUNC, Au, ORD, dorten, VVPP, Fro, PTKA, PTKNEG, Ma, de, PTKVZ, VVFIN, VAPP, he, Prinzen, PWAV, Flieg, PIS, Mittw, APPR, CARD, PAV, <aehm>, PIDAT, tschamtatam, Flu, h, no, PTKANT, PPOSAT, VMINF, ueber, <aeh>, PTKZU, PPER, FW, PDAT, ADJA, so, PWS, PIAT, NN, mo, VVINF, Mont, ITJ, Rueckf, Wieder, to, bescha, k, KON, KOUI, Anfa, schlech, SPELL, Rueckscha, NE, al, F, au,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { overlapped, not_overlapped }
@attribute speech_rate_pho numeric
@attribute speech_rate_w numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute duration numeric

@data
6, g455acn1_006_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 12.3, 214.5, 6.4, 6.4, 29.94
6, g455acn1_006_AMP.par, End_word, NN, no_pause, none, overlapped, 12.3, 214.5, 6.4, 6.4, 99.94
6, g455acn1_009_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 79.94
6, g455acn1_009_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 39.94
6, g455acn1_009_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 69.94
6, g455acn1_009_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 69.94
6, g455acn1_009_AMP.par, Middle_word, ART, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 29.94
6, g455acn1_009_AMP.par, Middle_word, NN, no_pause, none, overlapped, 11.9, 180.3, 5.0, 5.3, 99.94
6, g455acn1_009_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 29.94
6, g455acn1_009_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 119.94
6, g455acn1_009_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 39.94
6, g455acn1_009_AMP.par, End_word, VVINF, no_pause, none, not_overlapped, 11.9, 180.3, 5.0, 5.3, 39.94
6, g455acn1_015_AMP.par, Middle_word, ART, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 39.94
6, g455acn1_015_AMP.par, Middle_word, ART, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 29.94
6, g455acn1_015_AMP.par, Middle_word, ORD, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 39.94
6, g455acn1_015_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 89.94
6, g455acn1_015_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 99.94
6, g455acn1_015_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 49.94
6, g455acn1_015_AMP.par, Middle_word, ART, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 59.94
6, g455acn1_015_AMP.par, End_word, NN, no_pause, none, not_overlapped, 12.2, 190.7, 4.8, 5.3, 159.94
6, g455acn1_018_AMP.par, Start_word, VAFIN, no_pause, none, not_overlapped, 14.7, 255.1, 5.7, 6.5, 29.94
6, g455acn1_018_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 14.7, 255.1, 5.7, 6.5, 39.94
6, g455acn1_018_AMP.par, Middle_word, ADJD, no_pause, none, not_overlapped, 14.7, 255.1, 5.7, 6.5, 89.94
6, g455acn1_018_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 14.7, 255.1, 5.7, 6.5, 49.94
6, g455acn1_018_AMP.par, Middle_word, APPR, no_pause, none, not_overlapped, 14.7, 255.1, 5.7, 6.5, 59.94
6, g455acn1_018_AMP.par, Middle_word, APPR, no_pause, none, not_overlapped, 14.7, 255.1, 5.7, 6.5, 129.94
6, g455acn1_021_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 10.1, 148.0, 4.4, 4.4, 39.94
6, g455acn1_021_AMP.par, Middle_word, ORD, no_pause, none, not_overlapped, 10.1, 148.0, 4.4, 4.4, 109.94
6, g455acn1_021_AMP.par, End_word, ORD, no_pause, none, not_overlapped, 10.1, 148.0, 4.4, 4.4, 229.94
6, g455acn1_021_AMP.par, End_word, NN, no_pause, none, overlapped, 10.1, 148.0, 4.4, 4.4, 209.94
6, g455acn1_024_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 11.6, 184.9, 4.5, 5.3, 129.94
6, g455acn1_024_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 11.6, 184.9, 4.5, 5.3, 39.94
6, g455acn1_024_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 11.6, 184.9, 4.5, 5.3, 79.94
6, g455acn1_026_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 14.1, 218.0, 5.4, 5.8, 39.94
6, g455acn1_026_AMP.par, Middle_word, ART, no_pause, none, not_overlapped, 14.1, 218.0, 5.4, 5.8, 59.94
6, g455acn1_026_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 14.1, 218.0, 5.4, 5.8, 29.94
6, g455acn1_026_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 14.1, 218.0, 5.4, 5.8, 49.94
6, g455acn1_028_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 11.1, 181.7, 4.3, 4.7, 139.94
6, g455acn1_028_AMP.par, Middle_word, PPOSAT, no_pause, none, not_overlapped, 11.1, 181.7, 4.3, 4.7, 89.94
6, g455acn1_031_AMP.par, Start_word, ADV, no_pause, none, not_overlapped, 13.2, 189.8, 5.5, 5.8, 49.94
6, g455acn1_031_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 13.2, 189.8, 5.5, 5.8, 49.94
6, g455acn1_031_AMP.par, End_word, KON, no_pause, none, not_overlapped, 13.2, 189.8, 5.5, 5.8, 159.94
6, g455acn1_033_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 10.5, 172.2, 4.4, 4.9, 39.94
6, g455acn1_033_AMP.par, Middle_word, VVINF, no_pause, none, not_overlapped, 10.5, 172.2, 4.4, 4.9, 109.94
6, g455acn1_033_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 10.5, 172.2, 4.4, 4.9, 29.94
6, g455acn1_033_AMP.par, Middle_word, NE, no_pause, none, overlapped, 10.5, 172.2, 4.4, 4.9, 199.94
6, g455acn1_033_AMP.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 10.5, 172.2, 4.4, 4.9, 29.94
6, g455acn1_036_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 12.1, 195.6, 4.1, 5.1, 79.94
6, g455acn1_036_AMP.par, Middle_word, VVINF, no_pause, none, not_overlapped, 12.1, 195.6, 4.1, 5.1, 69.94
6, g455acn1_036_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 12.1, 195.6, 4.1, 5.1, 49.94
6, g455acn1_039_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 13.6, 201.2, 6.0, 6.2, 69.94
6, g455acn1_039_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 13.6, 201.2, 6.0, 6.2, 49.94
6, g455acn1_039_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 13.6, 201.2, 6.0, 6.2, 29.94
6, g455acn1_039_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 13.6, 201.2, 6.0, 6.2, 239.94
6, g455acn1_039_AMP.par, Middle_word, APPR, no_pause, none, not_overlapped, 13.6, 201.2, 6.0, 6.2, 39.94
6, g455acn1_039_AMP.par, End_word, CARD, no_pause, none, not_overlapped, 13.6, 201.2, 6.0, 6.2, 39.94
6, g455acn1_041_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 14.4, 196.1, 5.7, 6.0, 29.94
6, g455acn1_041_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 14.4, 196.1, 5.7, 6.0, 79.94
6, g455acn1_041_AMP.par, End_word, NN, no_pause, none, not_overlapped, 14.4, 196.1, 5.7, 6.0, 39.94
6, g455acn1_041_AMP.par, End_word, VVINF, no_pause, none, overlapped, 14.4, 196.1, 5.7, 6.0, 89.94
6, g455acn1_044_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 10.4, 172.7, 4.9, 5.8, 79.94
6, g455acn1_044_AMP.par, Middle_word, ADJD, no_pause, none, not_overlapped, 10.4, 172.7, 4.9, 5.8, 39.94
6, g455acn1_044_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 10.4, 172.7, 4.9, 5.8, 99.94
6, g455acn1_044_AMP.par, End_word, KON, no_pause, none, not_overlapped, 10.4, 172.7, 4.9, 5.8, 299.94
6, g455acn1_049_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.0, 198.7, 5.4, 6.0, 119.94
6, g455acn1_049_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.0, 198.7, 5.4, 6.0, 49.94
6, g455acn1_049_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 14.0, 198.7, 5.4, 6.0, 59.94
6, g455acn1_049_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.0, 198.7, 5.4, 6.0, 29.94
6, g455acn1_049_AMP.par, End_word, VVINF, no_pause, none, not_overlapped, 14.0, 198.7, 5.4, 6.0, 39.94
6, g455acn1_051_AMP.par, End_word, NN, no_pause, none, not_overlapped, 9.9, 162.8, 4.2, 4.5, 39.94
6, g455acn1_053_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 15.4, 289.4, 5.7, 7.2, 29.94
6, g455acn1_055_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 16.8, 302.0, 6.7, 6.7, 29.94
6, g455acn1_057_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 11.2, 190.5, 4.2, 4.7, 59.94
6, g455acn1_057_AMP.par, Middle_word, ADJD, no_pause, none, not_overlapped, 11.2, 190.5, 4.2, 4.7, 109.94
6, g455acn1_057_AMP.par, Middle_word, VAINF, no_pause, none, not_overlapped, 11.2, 190.5, 4.2, 4.7, 119.94
6, g455acn1_057_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 11.2, 190.5, 4.2, 4.7, 29.94
6, g455acn1_060_AMP.par, Middle_word, KON, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 119.94
6, g455acn1_060_AMP.par, Middle_word, ADV, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 149.94
6, g455acn1_060_AMP.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 39.94
6, g455acn1_060_AMP.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 29.94
6, g455acn1_060_AMP.par, Middle_word, APPR, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 59.94
6, g455acn1_060_AMP.par, Middle_word, APPR, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 29.94
6, g455acn1_060_AMP.par, Middle_word, CARD, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 59.94
6, g455acn1_060_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 179.94
6, g455acn1_060_AMP.par, Middle_word, CARD, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 69.94
6, g455acn1_060_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 79.94
6, g455acn1_060_AMP.par, Middle_word, KON, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 79.94
6, g455acn1_060_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 49.94
6, g455acn1_060_AMP.par, End_word, VVINF, no_pause, none, not_overlapped, 13.1, 210.3, 5.8, 6.4, 39.94
6, g455acn1_063_AMP.par, Middle_word, VVINF, no_pause, none, not_overlapped, 14.1, 231.0, 5.5, 7.0, 59.94
6, g455acn1_063_AMP.par, Middle_word, VVINF, no_pause, none, not_overlapped, 14.1, 231.0, 5.5, 7.0, 59.94
6, g455acn1_063_AMP.par, Middle_word, PPER, no_pause, none, not_overlapped, 14.1, 231.0, 5.5, 7.0, 39.94
6, g455acn1_063_AMP.par, End_word, PPER, no_pause, none, not_overlapped, 14.1, 231.0, 5.5, 7.0, 79.94
6, g455acn1_063_AMP.par, End_word, VVINF, no_pause, none, overlapped, 14.1, 231.0, 5.5, 7.0, 59.94
6, g455acn1_065_AMP.par, Middle_word, PPOSAT, no_pause, none, not_overlapped, 10.1, 179.9, 4.1, 4.4, 69.94
6, g455acn1_065_AMP.par, Middle_word, NN, no_pause, none, not_overlapped, 10.1, 179.9, 4.1, 4.4, 199.94
6, g455acn1_065_AMP.par, Middle_word, ART, no_pause, none, not_overlapped, 10.1, 179.9, 4.1, 4.4, 29.94
6, g455acn1_067_AMP.par, Middle_word, KON, no_pause, none, not_overlapped, 11.5, 205.4, 5.0, 5.2, 29.94
6, g455acn1_069_AMP.par, Start_word, NN, no_pause, none, not_overlapped, 12.5, 190.5, 5.3, 5.8, 109.94
6, g455acn1_069_AMP.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 12.5, 190.5, 5.3, 5.8, 59.94
6, g455acn1_069_AMP.par, Middle_word, PIS, no_pause, none, not_overlapped, 12.5, 190.5, 5.3, 5.8, 99.94
6, g455acn1_069_AMP.par, Middle_word, PPOSAT, no_pause, none, not_overlapped, 12.5, 190.5, 5.3, 5.8, 39.94
6, g455acn1_069_AMP.par, Middle_word, APPR, no_pause, none, not_overlapped, 12.5, 190.5, 5.3, 5.8, 59.94
6, g455acn1_071_AMP.par, Start_word, NN, no_pause, none, not_overlapped, 12.3, 174.0, 4.4, 5.1, 89.94
6, g455acn2_000_AMQ.par, Middle_word, NE, no_pause, none, not_overlapped, 13.5, 261.1, 5.7, 5.7, 229.94
6, g455acn2_000_AMQ.par, End_word, ADV, no_pause, none, not_overlapped, 13.5, 261.1, 5.7, 5.7, 39.94
6, g455acn2_002_AMQ.par, Start_word, PPER, near_pause, none, not_overlapped, 16.6, 263.2, 6.7, 8.0, 39.94
6, g455acn2_002_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 16.6, 263.2, 6.7, 8.0, 29.94
6, g455acn2_002_AMQ.par, Middle_word, NE, no_pause, none, not_overlapped, 16.6, 263.2, 6.7, 8.0, 79.94
6, g455acn2_002_AMQ.par, Middle_word, APPR, no_pause, none, not_overlapped, 16.6, 263.2, 6.7, 8.0, 39.94
6, g455acn2_002_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 16.6, 263.2, 6.7, 8.0, 49.94
6, g455acn2_002_AMQ.par, End_word, VAFIN, no_pause, none, not_overlapped, 16.6, 263.2, 6.7, 8.0, 49.94
6, g455acn2_005_AMQ.par, Start_word, PPER, no_pause, none, not_overlapped, 14.4, 226.1, 6.1, 6.8, 29.94
6, g455acn2_005_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 14.4, 226.1, 6.1, 6.8, 249.94
6, g455acn2_005_AMQ.par, Middle_word, KON, no_pause, none, not_overlapped, 14.4, 226.1, 6.1, 6.8, 129.94
6, g455acn2_005_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 14.4, 226.1, 6.1, 6.8, 89.94
6, g455acn2_007_AMQ.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 29.94
6, g455acn2_007_AMQ.par, Middle_word, ADJD, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 59.94
6, g455acn2_007_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 29.94
6, g455acn2_007_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 59.94
6, g455acn2_007_AMQ.par, Middle_word, PRELS, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 49.94
6, g455acn2_007_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 29.94
6, g455acn2_007_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 69.94
6, g455acn2_007_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 69.94
6, g455acn2_007_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 29.94
6, g455acn2_007_AMQ.par, Middle_word, ART, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 69.94
6, g455acn2_007_AMQ.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 59.94
6, g455acn2_007_AMQ.par, End_word, ADV, no_pause, none, not_overlapped, 17.0, 315.9, 6.9, 7.2, 89.94
6, g455acn2_010_AMQ.par, End_word, ADJD, no_pause, none, not_overlapped, 15.9, 366.2, 6.1, 7.3, 239.94
6, g455acn2_012_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 29.94
6, g455acn2_012_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 49.94
6, g455acn2_012_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 39.94
6, g455acn2_012_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 79.94
6, g455acn2_012_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 49.94
6, g455acn2_012_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 59.94
6, g455acn2_012_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 29.94
6, g455acn2_012_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 17.1, 247.0, 6.4, 7.3, 29.94
6, g455acn2_017_AMQ.par, Middle_word, ORD, no_pause, none, not_overlapped, 15.1, 229.8, 6.1, 6.6, 39.94
6, g455acn2_017_AMQ.par, Middle_word, ORD, no_pause, none, not_overlapped, 15.1, 229.8, 6.1, 6.6, 39.94
6, g455acn2_017_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 15.1, 229.8, 6.1, 6.6, 59.94
6, g455acn2_017_AMQ.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 15.1, 229.8, 6.1, 6.6, 29.94
6, g455acn2_017_AMQ.par, End_word, NN, no_pause, none, not_overlapped, 15.1, 229.8, 6.1, 6.6, 49.94
6, g455acn2_020_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 16.6, 304.5, 7.4, 7.8, 29.94
6, g455acn2_020_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 16.6, 304.5, 7.4, 7.8, 79.94
6, g455acn2_027_AMQ.par, Middle_word, ADJD, no_pause, none, not_overlapped, 16.7, 281.4, 6.0, 7.0, 59.94
6, g455acn2_027_AMQ.par, Middle_word, APPRART, no_pause, none, not_overlapped, 16.7, 281.4, 6.0, 7.0, 29.94
6, g455acn2_027_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 16.7, 281.4, 6.0, 7.0, 79.94
6, g455acn2_035_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 13.7, 270.4, 5.6, 6.4, 39.94
6, g455acn2_035_AMQ.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 13.7, 270.4, 5.6, 6.4, 49.94
6, g455acn2_035_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 13.7, 270.4, 5.6, 6.4, 29.94
6, g455acn2_035_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 13.7, 270.4, 5.6, 6.4, 89.94
6, g455acn2_035_AMQ.par, Middle_word, APPR, no_pause, none, not_overlapped, 13.7, 270.4, 5.6, 6.4, 59.94
6, g455acn2_037_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 15.1, 266.9, 4.9, 6.4, 59.94
6, g455acn2_040_AMQ.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.0, 277.7, 5.8, 5.8, 129.94
6, g455acn2_040_AMQ.par, Middle_word, CARD, no_pause, none, not_overlapped, 15.0, 277.7, 5.8, 5.8, 69.94
6, g455acn2_043_AMQ.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 15.7, 269.9, 6.4, 7.7, 29.94
6, g455acn2_043_AMQ.par, Middle_word, VVINF, no_pause, none, not_overlapped, 15.7, 269.9, 6.4, 7.7, 39.94
6, g455acn2_043_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 15.7, 269.9, 6.4, 7.7, 59.94
6, g455acn2_043_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 15.7, 269.9, 6.4, 7.7, 39.94
6, g455acn2_043_AMQ.par, End_word, ADV, no_pause, none, not_overlapped, 15.7, 269.9, 6.4, 7.7, 89.94
6, g455acn2_046_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 13.9, 209.1, 5.5, 6.0, 59.94
6, g455acn2_046_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 13.9, 209.1, 5.5, 6.0, 49.94
6, g455acn2_046_AMQ.par, End_word, NE, no_pause, none, overlapped, 13.9, 209.1, 5.5, 6.0, 189.94
6, g455acn2_048_AMQ.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.6, 259.4, 5.3, 6.3, 79.94
6, g455acn2_048_AMQ.par, End_word, ADJA, no_pause, none, not_overlapped, 15.6, 259.4, 5.3, 6.3, 69.94
6, g455acn2_052_AMQ.par, Start_word, KON, near_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 49.94
6, g455acn2_052_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 29.94
6, g455acn2_052_AMQ.par, Middle_word, ART, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 149.94
6, g455acn2_052_AMQ.par, Middle_word, ORD, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 69.94
6, g455acn2_052_AMQ.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 29.94
6, g455acn2_052_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 29.94
6, g455acn2_052_AMQ.par, Middle_word, ADJA, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 29.94
6, g455acn2_052_AMQ.par, Middle_word, ART, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 39.94
6, g455acn2_052_AMQ.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 29.94
6, g455acn2_052_AMQ.par, Middle_word, ART, no_pause, none, not_overlapped, 16.1, 248.3, 6.4, 7.2, 49.94
6, g455acn2_056_AMQ.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 309.94
6, g455acn2_056_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 69.94
6, g455acn2_056_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 39.94
6, g455acn2_056_AMQ.par, Middle_word, ADJD, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 99.94
6, g455acn2_056_AMQ.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 29.94
6, g455acn2_056_AMQ.par, Middle_word, CARD, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 29.94
6, g455acn2_056_AMQ.par, End_word, NN, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 49.94
6, g455acn2_056_AMQ.par, End_word, VVINF, no_pause, none, not_overlapped, 16.4, 269.3, 6.8, 8.2, 49.94
6, g455acn2_059_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 14.5, 266.9, 5.6, 8.3, 59.94
6, g455acn2_064_AMQ.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 29.94
6, g455acn2_064_AMQ.par, Middle_word, VAFIN, no_pause, none, overlapped, 16.2, 275.7, 6.4, 7.4, 49.94
6, g455acn2_064_AMQ.par, Middle_word, PIS, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 29.94
6, g455acn2_064_AMQ.par, Middle_word, PTKVZ, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 69.94
6, g455acn2_064_AMQ.par, Middle_word, ADV, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 49.94
6, g455acn2_064_AMQ.par, Middle_word, NE, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 39.94
6, g455acn2_064_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 89.94
6, g455acn2_064_AMQ.par, Middle_word, ART, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 89.94
6, g455acn2_064_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 16.2, 275.7, 6.4, 7.4, 29.94
6, g455acn2_066_AMQ.par, Start_word, ART, near_pause, none, not_overlapped, 14.6, 238.1, 6.6, 6.6, 39.94
6, g455acn2_066_AMQ.par, Middle_word, VVPP, no_pause, none, not_overlapped, 14.6, 238.1, 6.6, 6.6, 39.94
6, g455acn2_066_AMQ.par, End_word, NE, no_pause, none, not_overlapped, 14.6, 238.1, 6.6, 6.6, 279.94
6, g455acn2_068_AMQ.par, Middle_word, PPER, no_pause, none, not_overlapped, 17.1, 266.4, 6.2, 7.3, 29.94
6, g455acn2_070_AMQ.par, Middle_word, PPOSAT, no_pause, none, not_overlapped, 11.0, 196.4, 4.2, 4.9, 39.94
6, g455acn2_070_AMQ.par, Middle_word, NN, no_pause, none, not_overlapped, 11.0, 196.4, 4.2, 4.9, 29.94
6, g929acn1_002_AOS.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.6, 218.7, 5.3, 6.3, 99.94
6, g929acn1_002_AOS.par, End_word, NE, no_pause, none, not_overlapped, 14.6, 218.7, 5.3, 6.3, 69.94
6, g929acn1_006_AOS.par, Middle_word, ADV, no_pause, none, not_overlapped, 13.1, 199.0, 4.8, 5.1, 129.94
6, g929acn1_006_AOS.par, Middle_word, NN, no_pause, none, not_overlapped, 13.1, 199.0, 4.8, 5.1, 59.94
